"NAME,C,38","CNG02,C,254","COUNTY,C,254","LEG02,C,254","VTD,C,254","MCD,C,254","STATE,C,254","VTD_1,C,254","PLACE,C,254","UNADJPOP,C,254","ADJ_POPULA,N,19,5","ADJ_WHITE,N,19,5","ADJ_BLACK,N,19,5","ADJ_AMINDI,N,19,5","ADJ_ASIAN,N,19,5","ADJ_HAWAII,N,19,5","ADJ_OTHER,N,19,5","ADJ_18__PO,N,19,5","ADJ2_RACES,N,19,5","UNADJHISP,N,19,5","ADJ_18__WH,N,19,5","ADJ_18__BL,N,19,5","ADJ_18__IN,N,19,5","ADJ_18__AS,N,19,5","ADJ_18__HW,N,19,5","ADJ_18__OT,N,19,5","HU_OCCUPIE,N,19,5","HOUSING_UN,N,19,5"
Montgomery Precinct 07-021,2408,24031,24018,2403107-021,2403190612,24,07-021,,1536,1536,1427,16,1,41,0,10,1085,41,55,1018,9,1,31,0,7,538,554
Montgomery Precinct 07-017,2408,24031,24016,2403107-017,2403190612,24,07-017,2407125,2627,2627,2110,110,4,272,1,30,1894,100,194,1565,69,4,198,1,21,938,954
Montgomery Precinct 07-020,2408,24031,24016,2403107-020,2403190612,24,07-020,2456337,3436,3436,2652,162,7,439,3,56,2548,117,338,1982,117,6,351,3,35,1188,1219
Montgomery Precinct 07-019,2408,24031,24016,2403107-019,2403190612,24,07-019,2407125,3124,3124,2706,58,1,238,2,36,2156,83,171,1896,35,1,169,2,25,1094,1127
Montgomery Precinct 07-025,2408,24031,24016,2403107-025,2403190612,24,07-025,2456337,3086,3086,2400,201,10,292,0,40,2356,143,250,1853,159,7,233,0,34,1082,1120
Montgomery Precinct 07-010,2408,24031,24016,2403107-010,2403190612,24,07-010,,4279,4279,3433,176,10,442,8,69,3378,141,330,2758,140,8,351,5,50,1839,2053
Montgomery Precinct 07-031,2408,24031,24016,2403107-031,2403190612,24,07-031,2407125,1410,1411,1191,54,2,132,4,9,1340,19,91,1139,53,2,118,2,8,986,1054
Montgomery Precinct 04-018,2408,24031,24016,2403104-018,,24,04-018,,4316,4316,3362,192,5,583,1,64,3359,109,374,2645,147,4,452,1,48,1762,1809
Montgomery Precinct 04-028,2408,24031,24016,2403104-028,2403190336,24,04-028,2456337,2405,2405,1641,268,12,350,10,37,2203,87,186,1542,234,12,304,10,36,1174,1276
Montgomery Precinct 04-031,2408,24031,24016,2403104-031,2403190336,24,04-031,2456337,4393,4393,3192,342,5,634,0,60,3906,160,366,2922,277,5,549,0,49,2551,2811
Montgomery Precinct 04-010,2408,24031,24016,2403104-010,2403190336,24,04-010,2456337,3782,3782,2970,205,8,432,2,56,3257,109,265,2610,160,6,356,2,45,1967,2113
Montgomery Precinct 04-017,2408,24031,24016,2403104-017,2403190336,24,04-017,2456337,2814,2814,2145,156,2,412,1,37,2490,61,252,1935,133,2,347,1,28,1575,1702
Montgomery Precinct 04-008,2408,24031,24017,2403104-008,,24,04-008,,4139,4128,2806,348,9,752,0,49,3539,164,335,2415,305,7,649,0,45,2093,2297
Baltimore County Precinct 02-005,2407,24005,24010,2400502-005,2400590104,24,02-005,2452562,2939,2952,170,2631,1,42,3,33,2306,72,85,139,2058,1,32,3,21,1234,1305
Baltimore County Precinct 02-009,2407,24005,24010,2400502-009,2400590104,24,02-009,2452562,3582,3595,241,3082,14,61,1,83,2644,113,154,213,2250,7,48,1,55,1434,1497
Baltimore County Precinct 02-014,2402,24005,24011,2400502-014,2400590104,24,02-014,,5157,5173,496,4348,19,129,0,60,3876,121,118,452,3187,15,103,0,41,1886,1947
Baltimore County Precinct 02-025,2403,24005,24011,2400502-025,2400590104,24,02-025,2464950,578,578,463,105,0,6,1,3,578,0,7,463,105,0,6,1,3,329,408
Baltimore County Precinct 02-028,2402,24005,24010,2400502-028,2400590104,24,02-028,2452562,496,497,20,454,0,3,0,3,399,17,19,18,364,0,3,0,3,248,255
Baltimore County Precinct 02-007,2402,24005,24010,2400502-007,2400590104,24,02-007,2452562,3874,3889,351,3332,10,83,1,40,2949,72,112,329,2481,7,57,1,22,1580,1677
Baltimore County Precinct 02-023,2403,24005,24010,2400502-023,2400590104,24,02-023,2447450,754,756,285,456,0,6,0,4,534,5,10,174,350,0,3,0,3,255,264
Baltimore County Precinct 02-008,2402,24005,24011,2400502-008,2400590104,24,02-008,,3463,3480,466,2880,5,52,4,20,2767,53,85,445,2222,4,43,4,15,1303,1345
Baltimore County Precinct 03-014,2403,24005,24011,2400503-014,2400590196,24,03-014,,2471,2472,1887,455,7,70,1,23,1762,29,63,1305,359,4,58,1,23,800,881
Baltimore County Precinct 02-029,2403,24005,24011,2400502-029,2400590104,24,02-029,2459425,4938,4944,1549,2657,18,513,0,46,3994,161,185,1414,2041,12,407,0,33,2307,2494
Baltimore County Precinct 02-026,2403,24005,24011,2400502-026,2400590104,24,02-026,2459425,3043,3047,1535,1115,4,268,1,36,2507,88,95,1375,850,4,196,1,32,1568,1632
Baltimore County Precinct 04-001,2403,24005,24011,2400504-001,2400590288,24,04-001,2459425,5628,5640,2743,2048,16,406,0,251,4369,176,485,2325,1466,13,314,0,167,2233,2399
Baltimore County Precinct 02-015,2402,24005,24011,2400502-015,2400590104,24,02-015,,5802,5808,1405,3720,15,464,1,60,4444,143,197,1245,2678,13,377,1,47,2462,2579
Baltimore County Precinct 04-002,2403,24005,24011,2400504-002,2400590288,24,04-002,2465600,5777,5784,2507,2243,29,450,0,374,4260,181,659,2001,1554,26,317,0,267,2194,2308
Baltimore County Precinct 04-014,2403,24005,24011,2400504-014,2400590288,24,04-014,2459425,7905,7922,2584,3882,25,500,17,581,6235,333,1062,2319,2818,17,398,15,438,2726,2908
Baltimore County Precinct 03-012,2403,24005,24011,2400503-012,2400590196,24,03-012,,3530,3540,1882,1317,7,169,1,45,2869,119,185,1638,984,5,132,1,31,1724,1825
Baltimore County Precinct 04-003,2403,24005,24011,2400504-003,2400590288,24,04-003,,3982,3983,3623,237,2,83,0,7,3011,31,76,2737,188,1,64,0,3,1557,1611
Baltimore County Precinct 02-002,2407,24005,24010,2400502-002,2400590104,24,02-002,,5113,5166,215,4715,8,30,0,80,3920,118,175,187,3574,8,26,0,55,2145,2289
Baltimore County Precinct 02-004,2407,24005,24010,2400502-004,2400590104,24,02-004,2447450,4669,4704,231,4272,12,28,2,71,3711,88,154,204,3365,11,24,2,46,1814,1926
Baltimore County Precinct 02-001,2407,24005,24010,2400502-001,2400590104,24,02-001,2447450,2242,2256,136,2046,9,15,0,32,1744,18,51,113,1584,6,13,0,17,822,854
Baltimore County Precinct 03-001,2407,24005,24010,2400503-001,2400590196,24,03-001,2447450,4491,4519,612,3744,21,31,1,20,3682,90,80,591,3000,11,26,1,13,1681,1747
Baltimore County Precinct 03-004,2403,24005,24011,2400503-004,2400590196,24,03-004,2447450,2443,2451,1179,986,8,126,1,67,1894,84,151,999,712,5,98,1,43,998,1068
Baltimore County Precinct 03-003,2407,24005,24010,2400503-003,2400590196,24,03-003,2447450,3123,3131,635,2298,13,34,2,62,2463,87,138,565,1767,11,28,1,44,1144,1191
Baltimore County Precinct 03-005,2403,24005,24011,2400503-005,2400590196,24,03-005,2461400,4046,4052,2604,1193,1,114,3,52,3564,85,116,2430,954,1,93,3,33,2214,2371
Baltimore County Precinct 03-002,2403,24005,24011,2400503-002,2400590196,24,03-002,2461400,3732,3741,1666,1767,4,59,9,123,2987,113,258,1483,1295,2,43,7,88,1636,1760
Baltimore City Precinct 28-006,2407,24510,24041,2451028-006,2451090000,24,28-006,2404000,3839,3879,135,3647,10,16,0,19,3028,52,51,120,2837,9,12,0,15,1522,1640
Baltimore City Precinct 28-007,2407,24510,24041,2451028-007,2451090000,24,28-007,2404000,1838,1855,60,1750,2,10,0,6,1391,27,34,52,1305,2,7,0,6,629,739
Baltimore City Precinct 28-005,2407,24510,24041,2451028-005,2451090000,24,28-005,2404000,2329,2359,41,2262,6,5,0,7,1838,38,36,31,1766,5,4,0,5,952,1054
Baltimore City Precinct 28-002,2407,24510,24041,2451028-002,2451090000,24,28-002,2404000,3026,3058,58,2931,8,11,0,7,2502,43,22,54,2396,7,9,0,4,1149,1224
Baltimore City Precinct 28-004,2407,24510,24041,2451028-004,2451090000,24,28-004,2404000,1118,1134,26,1080,7,4,0,10,898,7,24,22,851,6,4,0,9,437,517
Baltimore City Precinct 15-002,2407,24510,24041,2451015-002,2451090000,24,15-002,2404000,1383,1404,24,1362,3,5,0,4,1095,6,15,23,1057,2,5,0,3,455,591
Baltimore City Precinct 15-009,2407,24510,24041,2451015-009,2451090000,24,15-009,2404000,3632,3696,57,3581,9,2,1,3,2920,43,41,44,2838,9,1,1,3,1398,1926
Carroll Precinct 05-003,2406,24013,2409B,2401305-003,2401390392,24,05-003,2425575,3344,3344,3184,48,6,44,0,9,2549,53,50,2441,38,5,34,0,7,1151,1173
Baltimore County Precinct 02-019,2407,24005,24011,2400502-019,2400590104,24,02-019,,1897,1900,1105,652,8,46,1,38,1544,50,84,911,533,6,31,0,26,528,555
Baltimore County Precinct 02-018,2407,24005,24010,2400502-018,2400590104,24,02-018,,1669,1672,270,1305,0,34,0,15,1288,48,23,228,995,0,30,0,6,554,575
Baltimore County Precinct 02-022,2407,24005,24011,2400502-022,2400590104,24,02-022,2464950,45,45,15,30,0,0,0,0,37,0,2,13,24,0,0,0,0,17,19
Baltimore County Precinct 02-020,2402,24005,24011,2400502-020,2400590104,24,02-020,,1070,1070,363,634,1,24,2,13,823,33,21,309,461,1,20,1,10,381,400
Baltimore County Precinct 02-012,2402,24005,24010,2400502-012,2400590104,24,02-012,,6707,6726,796,5602,8,86,2,52,4965,180,184,699,4042,8,68,2,36,2598,2846
Baltimore County Precinct 02-024,2402,24005,24010,2400502-024,2400590104,24,02-024,2464950,3568,3585,331,3081,5,41,2,30,2712,95,83,304,2293,5,32,1,23,1322,1384
Baltimore County Precinct 02-021,2402,24005,24011,2400502-021,2400590104,24,02-021,,1313,1316,944,312,2,29,0,3,1075,26,20,788,246,2,23,0,3,475,509
Baltimore County Precinct 02-027,2402,24005,24011,2400502-027,2400590104,24,02-027,2459425,3080,3085,611,2093,12,237,1,28,2211,103,104,496,1459,6,176,1,20,1076,1107
Baltimore County Precinct 04-012,2403,24005,24011,2400504-012,2400590288,24,04-012,,3573,3575,2015,1172,9,217,1,59,2796,102,151,1698,833,5,167,1,38,1498,1572
Baltimore County Precinct 04-006,2403,24005,24011,2400504-006,2400590288,24,04-006,2465600,4577,4584,2644,1355,36,217,5,178,3504,149,451,2234,897,27,158,5,129,1802,1883
Carroll Precinct 04-004,2406,24013,2409B,2401304-004,2401390300,24,04-004,,1868,1871,1722,75,3,34,0,3,1423,34,23,1328,50,3,30,0,2,643,664
Carroll Precinct 04-001,2406,24013,2405A,2401304-001,2401390300,24,04-001,,7998,8009,7521,207,13,116,0,43,6195,109,117,5902,137,10,84,0,19,2947,3074
Carroll Precinct 08-001,2406,24013,2405A,2401308-001,2401390668,24,08-001,,6368,6371,6090,71,11,64,2,53,4805,80,100,4627,55,9,48,2,34,2320,2397
Baltimore County Precinct 04-007,2402,24005,24011,2400504-007,2400590288,24,04-007,,6026,6036,3616,1735,5,310,1,199,4564,170,497,2831,1265,5,220,1,143,2355,2460
Baltimore County Precinct 04-010,2402,24005,24011,2400504-010,2400590288,24,04-010,2465600,3196,3197,1828,971,12,214,1,54,2480,117,203,1501,713,9,164,0,37,1317,1394
Baltimore County Precinct 04-008,2403,24005,24011,2400504-008,2400590288,24,04-008,,5348,5360,4072,765,7,259,10,105,4038,142,343,3151,555,5,181,8,61,1999,2073
Baltimore County Precinct 04-009,2406,24005,2405B,2400504-009,2400590288,24,04-009,,2521,2526,2295,112,22,46,0,21,2002,30,91,1821,92,20,36,0,17,950,1018
Carroll Precinct 07-004,2406,24013,2405A,2401307-004,2401390576,24,07-004,,9401,9414,8368,472,34,225,11,120,7432,184,353,6720,347,22,153,6,88,3222,3374
Carroll Precinct 03-001,2406,24013,2405A,2401303-001,2401390208,24,03-001,,5516,5524,5329,58,21,37,3,18,4303,58,67,4184,43,13,22,2,15,1999,2068
Carroll Precinct 07-002,2406,24013,2405A,2401307-002,2401390576,24,07-002,,5038,5052,4519,220,28,69,0,119,3850,97,348,3472,169,20,55,0,91,1765,1861
Carroll Precinct 06-001,2406,24013,2405A,2401306-001,2401390484,24,06-001,,7949,7961,7598,112,5,87,9,47,6005,103,135,5779,81,5,56,6,32,2731,2837
Carroll Precinct 08-002,2406,24013,2405A,2401308-002,2401390668,24,08-002,,4738,4743,4455,124,9,53,0,49,3515,53,156,3332,82,8,40,0,35,1642,1709
Carroll Precinct 08-003,2406,24013,2405A,2401308-003,2401390668,24,08-003,,3692,3693,3537,58,10,21,0,14,2718,53,96,2624,40,4,18,0,10,1502,1551
Carroll Precinct 06-002,2406,24013,2405A,2401306-002,2401390484,24,06-002,,6052,6056,5746,147,3,51,4,57,4595,48,151,4377,108,3,36,2,45,2152,2253
Baltimore County Precinct 02-011,2407,24005,24010,2400502-011,2400590104,24,02-011,,8041,8070,1280,6208,13,262,0,91,5796,216,270,1073,4301,12,214,0,73,3270,3589
Baltimore County Precinct 02-010,2402,24005,24010,2400502-010,2400590104,24,02-010,2452562,5926,5947,484,5063,25,145,1,105,4362,124,219,426,3688,16,98,1,67,2069,2226
Baltimore County Precinct 02-017,2402,24005,24010,2400502-017,2400590104,24,02-017,2464950,4267,4289,396,3622,15,110,2,46,3216,98,140,368,2665,12,80,2,34,1663,1731
Baltimore County Precinct 02-016,2402,24005,24011,2400502-016,2400590104,24,02-016,2464950,2019,2027,283,1623,5,52,3,15,1520,46,45,266,1171,4,40,3,7,658,676
Baltimore County Precinct 02-013,2402,24005,24010,2400502-013,2400590104,24,02-013,2464950,4672,4690,636,3668,13,135,0,124,3591,114,193,587,2731,11,108,0,85,1614,1671
Baltimore County Precinct 02-003,2407,24005,24010,2400502-003,2400590104,24,02-003,,4108,4129,554,3229,8,96,7,114,3153,121,231,473,2429,8,72,5,80,1627,1750
Baltimore County Precinct 02-006,2407,24005,24010,2400502-006,2400590104,24,02-006,2452562,4322,4351,454,3628,11,78,0,109,3407,71,211,382,2844,5,66,0,68,1640,1715
Baltimore City Precinct 03-001,2407,24510,24046,2451003-001,2451090000,24,03-001,2404000,2756,2782,291,2251,24,74,0,82,1848,60,156,267,1389,17,63,0,76,1106,1230
Baltimore City Precinct 05-002,2407,24510,24044,2451005-002,2451090000,24,05-002,2404000,360,377,45,217,1,95,0,1,373,18,8,45,215,1,95,0,1,168,175
Baltimore City Precinct 10-002,2407,24510,24044,2451010-002,2451090000,24,10-002,2404000,1886,1932,8,1877,0,21,0,5,1319,21,11,8,1282,0,12,0,2,831,869
Baltimore City Precinct 10-001,2407,24510,24044,2451010-001,2451090000,24,10-001,2404000,1339,1382,17,1343,3,3,0,1,1030,15,5,13,1000,2,1,0,1,471,619
Baltimore City Precinct 09-015,2407,24510,24045,2451009-015,2451090000,24,09-015,2404000,2452,2538,36,2448,2,7,1,6,1875,38,27,25,1816,2,2,1,5,977,1433
Baltimore City Precinct 12-007,2407,24510,24043,2451012-007,2451090000,24,12-007,2404000,1714,1749,414,1251,7,25,0,10,1351,42,47,375,915,6,24,0,9,625,809
Baltimore City Precinct 09-014,2407,24510,24043,2451009-014,2451090000,24,09-014,2404000,1807,1865,24,1804,9,0,0,0,1415,28,8,18,1371,8,0,0,0,592,979
Baltimore City Precinct 09-011,2407,24510,24043,2451009-011,2451090000,24,09-011,2404000,497,514,10,497,0,0,0,0,381,7,5,8,370,0,0,0,0,225,311
Baltimore City Precinct 09-013,2407,24510,24045,2451009-013,2451090000,24,09-013,2404000,1227,1265,16,1216,4,20,0,0,955,9,5,14,913,3,16,0,0,427,577
Baltimore City Precinct 09-012,2407,24510,24045,2451009-012,2451090000,24,09-012,2404000,2211,2270,36,2190,4,7,0,5,1668,28,24,36,1604,4,6,0,3,800,1040
Baltimore City Precinct 02-001,2403,24510,24046,2451002-001,2451090000,24,02-001,2404000,1628,1641,997,312,21,98,0,147,1381,66,430,887,240,18,83,0,100,697,833
Baltimore City Precinct 06-004,2407,24510,24046,2451006-004,2451090000,24,06-004,2404000,1278,1289,602,514,35,47,2,62,1128,27,102,546,440,31,44,2,46,595,682
Baltimore City Precinct 06-003,2407,24510,24044,2451006-003,2451090000,24,06-003,2404000,576,592,55,493,1,35,0,1,491,7,15,48,406,1,29,0,1,304,397
Baltimore City Precinct 07-001,2407,24510,24044,2451007-001,2451090000,24,07-001,2404000,1600,1649,15,1606,1,12,0,1,1099,14,11,15,1060,1,11,0,1,658,744
Baltimore City Precinct 08-007,2407,24510,24045,2451008-007,2451090000,24,08-007,2404000,573,593,11,570,1,2,0,1,461,8,3,11,441,1,2,0,1,216,482
Baltimore City Precinct 07-002,2407,24510,24044,2451007-002,2451090000,24,07-002,2404000,371,398,12,383,0,3,0,0,277,0,1,11,263,0,3,0,0,130,234
Baltimore City Precinct 06-002,2407,24510,24045,2451006-002,2451090000,24,06-002,2404000,1118,1147,201,849,0,33,5,35,848,24,136,165,608,0,25,3,34,373,564
Baltimore City Precinct 07-003,2407,24510,24045,2451007-003,2451090000,24,07-003,2404000,3610,3761,128,3446,13,37,0,69,2596,68,145,117,2352,9,31,0,47,1086,1707
Baltimore City Precinct 08-008,2407,24510,24045,2451008-008,2451090000,24,08-008,2404000,1356,1402,40,1336,1,3,0,1,1032,21,12,31,989,1,3,0,1,476,733
Baltimore City Precinct 08-006,2407,24510,24045,2451008-006,2451090000,24,08-006,2404000,2598,2673,48,2566,6,5,2,10,2003,36,24,36,1934,2,5,2,6,926,1525
Baltimore City Precinct 08-005,2407,24510,24045,2451008-005,2451090000,24,08-005,2404000,2376,2451,26,2373,12,14,0,5,1849,21,14,22,1797,8,11,0,2,826,1195
Baltimore City Precinct 08-009,2407,24510,24045,2451008-009,2451090000,24,08-009,2404000,1491,1552,27,1499,4,4,0,1,1132,17,27,21,1095,3,4,0,1,472,789
Baltimore City Precinct 08-004,2407,24510,24045,2451008-004,2451090000,24,08-004,2404000,653,674,8,651,1,0,0,0,494,14,4,8,479,1,0,0,0,190,284
Baltimore City Precinct 26-008,2403,24510,24046,2451026-008,2451090000,24,26-008,2404000,1018,1020,895,42,3,53,0,6,953,21,39,847,38,1,49,0,4,561,638
Baltimore City Precinct 01-004,2403,24510,24046,2451001-004,2451090000,24,01-004,2404000,3049,3057,2693,154,9,117,4,23,2867,57,89,2546,144,7,109,4,19,1637,1848
Baltimore City Precinct 01-005,2403,24510,24046,2451001-005,2451090000,24,01-005,2404000,3490,3503,3149,105,9,68,2,109,3193,61,227,2921,80,7,61,1,82,1768,1992
Baltimore City Precinct 26-009,2403,24510,24046,2451026-009,2451090000,24,26-009,2404000,3458,3476,2979,140,45,84,6,127,3131,95,267,2750,105,36,79,5,96,1672,1866
Baltimore City Precinct 26-006,2403,24510,24046,2451026-006,2451090000,24,26-006,2404000,1877,1885,1268,78,24,31,1,430,1486,53,604,1067,48,16,23,1,293,682,771
Baltimore City Precinct 01-001,2403,24510,24046,2451001-001,2451090000,24,01-001,2404000,1867,1878,1256,271,20,62,0,183,1569,86,386,1128,186,13,50,0,128,807,942
Baltimore City Precinct 06-005,2403,24510,24046,2451006-005,2451090000,24,06-005,2404000,3931,3977,2010,1324,69,98,3,355,3166,118,941,1757,915,51,90,3,273,1451,1828
Baltimore City Precinct 06-001,2407,24510,24046,2451006-001,2451090000,24,06-001,2404000,2567,2623,414,1816,33,20,7,200,1800,133,487,338,1169,27,16,7,161,710,1012
Baltimore City Precinct 23-001,2403,24510,24046,2451023-001,2451090000,24,23-001,2404000,1675,1681,1503,79,11,39,0,17,1561,32,49,1417,65,6,35,0,15,867,981
Baltimore City Precinct 22-002,2403,24510,24046,2451022-002,2451090000,24,22-002,2404000,1640,1640,1394,142,1,63,3,12,1449,25,43,1276,92,1,53,3,8,813,1051
Baltimore City Precinct 22-001,2407,24510,24046,2451022-001,2451090000,24,22-001,2404000,1138,1138,849,203,7,56,1,8,1095,14,30,816,201,7,52,1,8,821,914
Baltimore City Precinct 19-001,2407,24510,24044,2451019-001,2451090000,24,19-001,2404000,1895,1955,46,1811,15,2,0,51,1442,30,77,39,1341,12,2,0,35,748,1248
Baltimore City Precinct 16-003,2407,24510,24044,2451016-003,2451090000,24,16-003,2404000,1456,1498,11,1457,4,8,0,1,1179,17,6,9,1146,3,7,0,1,568,1115
Baltimore City Precinct 16-002,2407,24510,24044,2451016-002,2451090000,24,16-002,2404000,2184,2245,32,2157,3,13,0,5,1798,35,23,29,1722,3,11,0,5,1003,1511
Baltimore City Precinct 16-001,2407,24510,24044,2451016-001,2451090000,24,16-001,2404000,1375,1413,24,1355,2,6,0,1,1023,25,12,20,982,0,6,0,1,479,645
Baltimore City Precinct 18-001,2407,24510,24044,2451018-001,2451090000,24,18-001,2404000,1769,1820,16,1786,5,2,0,0,1277,11,6,15,1250,1,2,0,0,729,1004
Baltimore City Precinct 17-002,2407,24510,24044,2451017-002,2451090000,24,17-002,2404000,1809,1851,32,1758,6,18,0,8,1409,29,39,24,1336,2,17,0,7,854,1037
Baltimore City Precinct 14-003,2407,24510,24044,2451014-003,2451090000,24,14-003,2404000,1643,1685,28,1621,2,1,0,5,1050,28,27,26,1004,1,1,0,5,567,800
Baltimore City Precinct 15-019,2407,24510,24044,2451015-019,2451090000,24,15-019,2404000,2470,2535,36,2459,2,7,0,2,1859,29,14,32,1802,2,5,0,2,904,1209
Baltimore City Precinct 14-005,2407,24510,24044,2451014-005,2451090000,24,14-005,2404000,686,705,4,691,1,0,0,1,548,8,6,4,536,1,0,0,1,276,500
Baltimore City Precinct 13-008,2407,24510,24040,2451013-008,2451090000,24,13-008,2404000,2440,2490,126,2277,6,8,0,14,1947,59,39,113,1765,4,8,0,10,1146,1539
Baltimore City Precinct 13-007,2407,24510,24040,2451013-007,2451090000,24,13-007,2404000,2036,2082,16,2014,3,2,0,10,1529,37,18,16,1485,2,2,0,5,765,1108
Baltimore City Precinct 14-004,2407,24510,24044,2451014-004,2451090000,24,14-004,2404000,3071,3151,253,2778,8,36,2,22,2394,52,46,233,2067,8,32,1,15,1365,1968
Baltimore City Precinct 13-009,2407,24510,24040,2451013-009,2451090000,24,13-009,2404000,1577,1606,101,1453,8,3,0,6,1306,35,33,96,1173,6,3,0,4,798,1096
Baltimore City Precinct 13-010,2407,24510,24040,2451013-010,2451090000,24,13-010,2404000,2621,2685,299,2304,17,12,0,4,1951,49,42,281,1609,14,10,0,3,1134,1506
Baltimore City Precinct 04-003,2407,24510,24044,2451004-003,2451090000,24,04-003,2404000,887,912,36,804,1,42,0,8,613,21,16,36,520,1,42,0,5,343,374
Baltimore City Precinct 04-002,2407,24510,24044,2451004-002,2451090000,24,04-002,2404000,2630,2641,1332,715,7,473,4,27,2532,83,125,1310,642,7,464,4,27,1578,1922
Baltimore City Precinct 17-001,2407,24510,24044,2451017-001,2451090000,24,17-001,2404000,2742,2798,185,2538,9,17,0,5,2035,44,45,171,1808,7,13,0,5,1308,1644
Baltimore City Precinct 11-004,2407,24510,24044,2451011-004,2451090000,24,11-004,2404000,1460,1502,130,1342,2,7,1,1,1070,19,12,118,929,2,7,1,1,699,790
Baltimore City Precinct 11-003,2407,24510,24040,2451011-003,2451090000,24,11-003,2404000,1862,1866,1008,585,7,195,1,17,1708,53,68,930,533,4,183,1,15,1079,1217
Baltimore City Precinct 04-001,2407,24510,24046,2451004-001,2451090000,24,04-001,2404000,2200,2211,1032,567,7,491,2,37,2108,75,120,1001,539,6,463,2,35,1264,1608
Baltimore City Precinct 11-006,2407,24510,24044,2451011-006,2451090000,24,11-006,2404000,3062,3067,1710,892,5,320,1,30,2972,109,128,1682,845,5,314,1,30,2118,2352
Baltimore City Precinct 11-005,2407,24510,24044,2451011-005,2451090000,24,11-005,2404000,888,891,586,189,5,63,1,14,873,33,53,576,185,3,63,1,14,583,687
Baltimore City Precinct 11-002,2407,24510,24040,2451011-002,2451090000,24,11-002,2404000,653,654,316,255,2,52,0,6,646,23,21,314,250,2,52,0,6,490,543
Baltimore City Precinct 11-007,2407,24510,24040,2451011-007,2451090000,24,11-007,2404000,1878,1882,1177,444,6,153,1,29,1822,72,97,1157,419,6,149,1,28,1324,1615
Baltimore City Precinct 11-001,2407,24510,24040,2451011-001,2451090000,24,11-001,2404000,1991,1996,1255,481,11,146,0,27,1904,76,95,1231,433,10,143,0,24,1285,1541
Baltimore City Precinct 14-002,2407,24510,24044,2451014-002,2451090000,24,14-002,2404000,1994,2005,915,957,6,61,2,6,1681,58,59,859,716,5,57,2,5,1129,1290
Baltimore City Precinct 14-001,2407,24510,24040,2451014-001,2451090000,24,14-001,2404000,1571,1572,979,346,2,154,1,27,1525,63,52,956,330,2,151,1,25,540,577
