"NAME,C,38","CNG02,C,254","COUNTY,C,254","LEG02,C,254","VTD,C,254","MCD,C,254","STATE,C,254","VTD_1,C,254","PLACE,C,254","UNADJPOP,C,254","ADJ_POPULA,N,19,5","ADJ_WHITE,N,19,5","ADJ_BLACK,N,19,5","ADJ_AMINDI,N,19,5","ADJ_ASIAN,N,19,5","ADJ_HAWAII,N,19,5","ADJ_OTHER,N,19,5","ADJ_18__PO,N,19,5","ADJ2_RACES,N,19,5","UNADJHISP,N,19,5","ADJ_18__WH,N,19,5","ADJ_18__BL,N,19,5","ADJ_18__IN,N,19,5","ADJ_18__AS,N,19,5","ADJ_18__HW,N,19,5","ADJ_18__OT,N,19,5","HU_OCCUPIE,N,19,5","HOUSING_UN,N,19,5"
Harford Precinct 06-003,2402,24025,2434A,2402506-003,2402590508,24,06-003,,2744,2763,2061,491,12,25,4,39,2198,131,151,1709,367,11,21,3,28,1214,1370
Harford Precinct 06-001,2402,24025,2434A,2402506-001,2402590508,24,06-001,2437600,3154,3177,2332,626,4,37,1,37,2626,140,159,2013,491,4,30,1,23,1399,1654
Harford Precinct 06-004,2402,24025,2434A,2402506-004,2402590508,24,06-004,,425,426,380,28,0,6,0,0,341,12,6,314,19,0,5,0,0,179,187
Harford Precinct 06-002,2402,24025,2434A,2402506-002,2402590508,24,06-002,,2579,2586,2028,395,11,69,1,18,1993,64,98,1594,299,7,55,1,13,1026,1088
Harford Precinct 05-004,2406,24025,2435A,2402505-004,2402590416,24,05-004,,2208,2219,1993,120,9,16,1,13,1723,67,46,1560,103,7,10,1,9,834,897
Harford Precinct 05-001,2406,24025,2435A,2402505-001,2402590416,24,05-001,,3593,3609,3450,75,16,14,0,7,2900,47,46,2781,66,12,13,0,7,1314,1438
Cecil Precinct 08-001,2401,24015,2434B,2401508-001,2401590672,24,08-001,,4164,4169,4034,51,8,26,2,7,3111,41,42,3019,41,8,15,2,6,1452,1516
Cecil Precinct 07-001,2401,24015,2434B,2401507-001,2401590580,24,07-001,,4018,4028,3643,238,16,36,0,19,2986,76,105,2726,174,15,27,0,12,1390,1599
Cecil Precinct 06-002,2401,24015,2434B,2401506-002,2401590488,24,06-002,,3328,3332,3201,28,9,23,1,17,2547,53,49,2462,25,6,18,1,7,1166,1239
Cecil Precinct 07-003,2401,24015,2434A,2401507-003,2401590580,24,07-003,,1743,1750,1550,125,9,3,0,3,1367,60,19,1216,109,9,3,0,1,676,750
Cecil Precinct 07-002,2401,24015,2434B,2401507-002,2401590580,24,07-002,,6124,6133,5175,655,29,67,10,48,4833,149,207,4101,551,24,55,9,31,2262,2517
Cecil Precinct 06-001,2401,24015,2434B,2401506-001,2401590488,24,06-001,,7481,7494,7227,41,22,28,4,64,5450,108,198,5287,31,13,23,2,37,2698,2840
Talbot Precinct 04-001,2401,24041,2437B,2404104-001,2404190356,24,04-001,,4502,4514,4006,378,3,18,1,34,3514,74,96,3118,323,3,12,1,23,1681,1815
Caroline Precinct 06-001,2401,24011,2437B,2401106-001,2401190480,24,06-001,,2111,2119,1919,122,12,18,0,11,1687,37,43,1525,110,11,13,0,7,803,867
Queen Anne's Precinct 06-001,2401,24035,24036,2403506-001,2403590528,24,06-001,,2034,2037,1865,92,8,15,0,33,1490,24,62,1372,67,4,12,0,23,716,806
Caroline Precinct 03-001,2401,24011,24036,2401103-001,2401190204,24,03-001,,7239,7265,5827,1140,28,46,3,49,5457,172,180,4480,831,22,32,3,27,2661,2948
Caroline Precinct 07-001,2401,24011,2437B,2401107-001,2401190572,24,07-001,,3777,3789,2962,638,16,10,1,66,2710,96,173,2161,451,12,9,0,44,1312,1441
Caroline Precinct 02-001,2401,24011,24036,2401102-001,2401190112,24,02-001,,5614,5624,4904,422,25,28,27,119,4180,99,269,3704,313,16,19,21,73,2056,2265
Queen Anne's Precinct 02-001,2401,24035,24036,2403502-001,2403590160,24,02-001,,2462,2465,1991,307,22,21,0,73,1846,51,118,1485,256,14,12,0,56,835,937
Kent Precinct 02-001,2401,24029,24036,2402902-001,2402990148,24,02-001,,1953,1957,1591,222,4,3,0,90,1606,47,198,1312,186,4,3,0,71,764,1029
Queen Anne's Precinct 07-001,2401,24035,24036,2403507-001,2403590620,24,07-001,,3076,3086,2601,365,8,5,4,47,2411,56,133,2048,285,8,5,4,29,1181,1353
Queen Anne's Precinct 01-001,2401,24035,24036,2403501-001,2403590068,24,01-001,,2649,2653,2270,125,17,3,0,183,2019,55,226,1751,104,12,3,0,129,967,1079
Caroline Precinct 01-001,2401,24011,24036,2401101-001,2401190020,24,01-001,,3348,3358,2396,132,17,11,20,692,2477,90,923,1826,112,14,9,13,453,1073,1205
Kent Precinct 01-001,2401,24029,24036,2402901-001,2402990056,24,01-001,,1702,1705,1324,218,3,29,0,99,1327,32,163,1046,180,3,25,0,65,634,751
Cecil Precinct 01-001,2401,24015,24036,2401501-001,2401590028,24,01-001,,5149,5152,4733,232,16,15,2,86,3993,68,141,3700,180,10,13,1,59,2042,2880
Anne Arundel Precinct 07-009,2405,24003,2433B,2400307-009,2400390560,24,07-009,,4149,4159,3203,695,33,28,1,52,3257,147,132,2555,561,20,23,1,26,1674,1792
Calvert Precinct 02-003,2405,24009,2427B,2400902-003,2400990108,24,02-003,,3620,3625,3090,311,13,70,2,16,2697,123,73,2347,230,8,47,2,13,1184,1238
Calvert Precinct 02-006,2405,24009,2427A,2400902-006,,24,02-006,,3642,3646,3053,399,11,85,0,9,2657,89,84,2216,320,9,63,0,5,1188,1220
Calvert Precinct 02-008,2405,24009,2427B,2400902-008,2400990108,24,02-008,,4607,4614,3828,557,9,85,3,14,3481,118,86,2907,439,5,61,3,12,1628,1724
Calvert Precinct 03-003,2405,24009,2427B,2400903-003,2400990200,24,03-003,,4326,4331,3113,1042,20,34,2,25,3233,95,111,2269,867,15,26,2,16,1413,1456
Calvert Precinct 02-007,2405,24009,2427A,2400902-007,2400990108,24,02-007,,2153,2154,2023,54,6,23,1,12,1652,35,49,1572,40,5,16,1,5,745,767
Calvert Precinct 03-005,2405,24009,2427B,2400903-005,2400990200,24,03-005,,4036,4040,3487,356,8,77,2,15,2884,95,88,2493,282,8,46,2,11,1286,1318
Calvert Precinct 03-007,2405,24009,2427A,2400903-007,2400990200,24,03-007,,2903,2904,2516,218,12,69,2,10,2231,77,41,1965,155,9,54,2,6,995,1027
Calvert Precinct 03-004,2405,24009,2427B,2400903-004,2400990200,24,03-004,,4179,4188,3629,354,25,68,0,21,3083,91,123,2700,261,17,54,0,15,1466,1541
Calvert Precinct 03-008,2405,24009,2427B,2400903-008,2400990200,24,03-008,2415925,3772,3777,3123,427,24,67,2,21,2688,113,107,2265,300,17,54,1,13,1422,1526
Anne Arundel Precinct 07-021,2405,24003,2433B,2400307-021,2400390560,24,07-021,,3079,3084,2720,263,6,19,0,21,2412,55,91,2118,220,6,14,0,16,1074,1148
Anne Arundel Precinct 07-001,2405,24003,2433B,2400307-001,2400390560,24,07-001,,3679,3682,3390,173,16,29,1,23,2963,50,91,2752,131,10,23,1,19,1493,1754
Frederick Precinct 01-001,2406,24021,2403B,2402101-001,2402190040,24,01-001,,5954,5957,5262,353,13,148,0,67,4359,114,278,3930,238,11,96,0,48,2108,2246
Montgomery Precinct 03-002,2408,24031,24015,2403103-002,2403190244,24,03-002,,2803,2805,2458,148,10,60,0,52,2109,77,224,1891,104,9,41,0,32,1000,1068
Montgomery Precinct 03-001,2408,24031,24015,2403103-001,2403190244,24,03-001,,3492,3495,3060,247,17,68,1,32,2556,70,213,2268,173,12,49,0,25,1162,1211
Montgomery Precinct 11-000,2408,24031,24015,2403111-000,2403190976,24,11-000,,2253,2258,1995,151,9,22,0,32,1789,49,112,1591,132,5,17,0,21,853,924
Frederick Precinct 07-001,2406,24021,2403B,2402107-001,2402190592,24,07-001,,2761,2761,2458,148,8,65,3,21,2131,58,118,1915,127,6,46,2,14,998,1043
Montgomery Precinct 10-010,2408,24031,24016,2403110-010,2403190888,24,10-010,2463300,3652,3652,2988,94,2,466,1,28,2683,73,128,2193,74,2,364,1,19,1257,1295
Montgomery Precinct 06-002,2408,24031,24015,2403106-002,2403190520,24,06-002,,3033,3036,2143,191,2,581,0,31,2203,88,108,1538,135,0,449,0,21,955,1006
Montgomery Precinct 10-002,2408,24031,24015,2403110-002,2403190888,24,10-002,,3525,3525,2781,65,3,561,4,34,2533,77,200,1972,51,2,449,4,17,1098,1143
Montgomery Precinct 10-001,2408,24031,24015,2403110-001,2403190888,24,10-001,,1996,1996,1548,61,2,303,2,10,1582,70,60,1234,49,1,246,2,6,615,657
Montgomery Precinct 10-013,2408,24031,24015,2403110-013,2403190888,24,10-013,2463300,2282,2282,1570,86,0,569,0,14,1642,43,86,1150,48,0,421,0,11,745,754
Montgomery Precinct 10-006,2408,24031,24015,2403110-006,2403190888,24,10-006,,3137,3137,2342,98,4,567,1,37,2293,88,193,1725,70,3,431,0,22,1094,1105
Montgomery Precinct 10-007,2408,24031,24016,2403110-007,2403190888,24,10-007,2463300,3755,3755,3023,176,1,452,1,34,2754,68,186,2223,112,1,363,1,19,1299,1344
Montgomery Precinct 07-003,2408,24031,24016,2403107-003,2403190612,24,07-003,,3773,3773,3075,142,8,408,1,20,2878,119,177,2374,110,5,324,1,14,1422,1476
Montgomery Precinct 07-022,2408,24031,24016,2403107-022,2403190612,24,07-022,,2926,2927,2515,99,2,213,1,25,2120,72,170,1851,68,2,159,1,13,1060,1100
Montgomery Precinct 10-009,2408,24031,24015,2403110-009,2403190888,24,10-009,2463300,3546,3546,2765,145,3,523,1,23,2648,86,182,2035,106,3,446,1,18,1231,1272
Montgomery Precinct 10-004,2408,24031,24015,2403110-004,2403190888,24,10-004,2463300,1982,1982,1510,83,1,315,1,16,1510,56,106,1157,60,1,247,1,7,713,742
Montgomery Precinct 10-005,2408,24031,24015,2403110-005,2403190888,24,10-005,2463300,3080,3080,2305,92,0,555,0,25,2274,103,163,1722,66,0,413,0,15,1072,1095
Montgomery Precinct 04-012,2408,24031,24015,2403104-012,2403190336,24,04-012,2463300,4519,4522,3149,177,11,987,1,47,3361,150,384,2384,119,8,728,0,42,1545,1592
Montgomery Precinct 10-003,2408,24031,24015,2403110-003,2403190888,24,10-003,2463300,3096,3097,2488,127,2,408,3,20,2321,49,249,1876,93,1,304,2,16,1113,1152
Montgomery Precinct 07-015,2408,24031,24016,2403107-015,2403190612,24,07-015,2407125,4465,4465,3710,119,1,464,4,30,3272,137,273,2769,89,1,345,2,19,1551,1786
St. Mary's Precinct 07-001,2405,24037,2429A,2403707-001,,24,07-001,,3314,3316,2756,474,12,7,5,14,2661,48,34,2236,384,6,6,4,8,1366,1707
St. Mary's Precinct 04-003,2405,24037,2429A,2403704-003,2403790348,24,04-003,,3645,3654,3132,454,13,12,0,10,2645,33,50,2235,368,5,11,0,6,1273,1459
St. Mary's Precinct 04-002,2405,24037,2429A,2403704-002,2403790348,24,04-002,,2874,2877,2542,225,18,19,0,8,2130,65,31,1888,171,15,19,0,5,890,914
St. Mary's Precinct 03-002,2405,24037,2429A,2403703-002,2403790256,24,03-002,,3498,3505,2790,561,12,24,1,35,2532,82,75,1995,450,12,17,1,21,1196,1310
St. Mary's Precinct 04-001,2405,24037,2429A,2403704-001,2403790348,24,04-001,,3661,3666,3318,255,9,15,0,14,2676,55,87,2437,191,8,12,0,8,1200,1246
St. Mary's Precinct 05-001,2405,24037,2429A,2403705-001,2403790440,24,05-001,,4404,4409,3911,349,19,26,1,21,3057,82,75,2681,293,15,20,1,11,1406,1480
St. Mary's Precinct 05-002,2405,24037,2429A,2403705-002,2403790440,24,05-002,,3931,3939,3406,365,14,25,4,15,3018,110,73,2619,314,14,20,4,10,1200,1253
Charles Precinct 09-002,2405,24017,2429A,2401709-002,2401790768,24,09-002,,3366,3369,2579,608,10,43,0,27,2574,102,64,1990,464,9,36,0,19,1136,1198
St. Mary's Precinct 05-003,2405,24037,2429A,2403705-003,2403790440,24,05-003,,3726,3730,3417,143,24,24,7,10,2850,105,63,2639,108,19,22,5,7,1308,1362
St. Mary's Precinct 03-001,2405,24037,2429A,2403703-001,2403790256,24,03-001,,2723,2732,2070,425,26,80,0,34,2054,97,104,1586,331,16,61,0,20,875,946
St. Mary's Precinct 06-004,2405,24037,2429A,2403706-004,2403790532,24,06-004,,3130,3139,2595,474,5,18,0,4,2267,43,28,1843,380,2,16,0,3,1038,1091
St. Mary's Precinct 06-002,2405,24037,2429A,2403706-002,2403790532,24,06-002,,3208,3218,2937,136,11,36,1,10,2392,87,57,2202,97,7,28,1,10,1145,1236
St. Mary's Precinct 03-005,2405,24037,2429B,2403703-005,2403790256,24,03-005,,3980,3983,3524,216,5,120,1,9,2807,108,103,2507,181,4,83,1,6,1475,1575
St. Mary's Precinct 06-001,2405,24037,2429A,2403706-001,2403790532,24,06-001,,2192,2194,1999,125,2,23,0,2,1615,43,47,1484,100,1,15,0,2,791,848
Calvert Precinct 02-002,2405,24009,2427B,2400902-002,2400990108,24,02-002,,4634,4654,3246,1162,20,60,1,29,3580,136,105,2567,875,15,50,1,24,1551,1668
Calvert Precinct 02-001,2405,24009,2429C,2400902-001,2400990108,24,02-001,,4125,4129,3347,603,14,42,0,44,3015,79,132,2454,462,11,29,0,25,1337,1425
Charles Precinct 09-001,2405,24017,24028,2401709-001,2401790768,24,09-001,,3166,3170,1913,1056,37,44,1,13,2360,106,57,1470,765,29,37,1,11,1038,1070
Prince George's Precinct 08-001,2405,24033,2427A,2403308-001,2403390708,24,08-001,,2082,2089,1180,818,21,19,0,4,1699,47,23,997,643,15,19,0,4,854,977
Prince George's Precinct 11-002,2405,24033,2427A,2403311-002,2403390980,24,11-002,,3459,3465,676,2537,19,72,3,44,2537,114,136,551,1808,15,60,3,31,1069,1113
Prince George's Precinct 15-001,2405,24033,2427A,2403315-001,2403391348,24,15-001,2450775,4780,4789,676,3791,37,70,1,51,3516,163,145,610,2701,31,57,1,32,1770,1884
Prince George's Precinct 15-004,2405,24033,2427A,2403315-004,2403391348,24,15-004,,4537,4542,558,3701,23,71,4,20,3272,165,92,491,2595,16,59,2,12,1612,1713
Prince George's Precinct 04-001,2405,24033,2427A,2403304-001,2403390340,24,04-001,,2533,2536,1616,754,16,24,0,57,2068,69,103,1368,589,14,22,0,38,917,979
Calvert Precinct 03-006,2405,24009,2427A,2400903-006,2400990200,24,03-006,,3209,3213,2752,265,10,76,3,10,2371,97,85,2057,201,9,63,1,5,1071,1101
Prince George's Precinct 03-001,2405,24033,2427A,2403303-001,2403390248,24,03-001,,1431,1433,500,838,4,15,0,25,1135,51,48,429,638,4,11,0,16,573,621
Frederick Precinct 05-001,2406,24021,2404A,2402105-001,2402190408,24,05-001,,6674,6684,6251,197,23,84,0,65,5462,64,181,5105,179,20,68,0,52,1988,2146
Carroll Precinct 10-001,2406,24013,2404B,2401310-001,2401390852,24,10-001,,1422,1426,1348,43,4,10,0,8,1088,13,24,1052,13,3,8,0,5,501,545
Carroll Precinct 01-001,2406,24013,2404B,2401301-001,2401390024,24,01-001,,9438,9456,8810,327,11,54,3,54,7030,197,221,6653,213,11,41,3,37,3468,3671
Carroll Precinct 02-001,2406,24013,2404B,2401302-001,,24,02-001,,1850,1850,1806,18,5,3,0,7,1424,11,26,1400,11,3,2,0,3,673,711
Carroll Precinct 02-002,2406,24013,2404B,2401302-002,2401390116,24,02-002,,2298,2299,2243,15,5,6,1,7,1787,22,31,1746,9,4,5,1,5,845,896
Prince George's Precinct 12-002,2404,24033,24026,2403312-002,2403391072,24,12-002,,2506,2522,302,1910,8,92,3,143,1999,64,290,259,1513,4,82,3,95,896,962
Prince George's Precinct 12-009,2404,24033,24026,2403312-009,2403391072,24,12-009,,6400,6430,223,5799,14,43,3,208,4558,140,529,179,4108,11,30,3,138,2417,2812
Prince George's Precinct 12-004,2404,24033,24026,2403312-004,2403391072,24,12-004,,5923,5942,399,4878,24,91,8,358,4507,184,749,296,3729,18,79,6,249,2134,2229
Prince George's Precinct 12-006,2404,24033,24026,2403312-006,2403391072,24,12-006,2432350,5467,5484,143,5099,3,23,0,107,4089,109,218,117,3799,3,16,0,84,2346,2455
Prince George's Precinct 12-012,2404,24033,24026,2403312-012,2403391072,24,12-012,,4239,4247,261,3575,22,139,3,110,3296,137,217,240,2743,19,121,3,80,1860,2114
Prince George's Precinct 12-016,2404,24033,24026,2403312-016,2403391072,24,12-016,2477100,3737,3746,189,3260,16,43,8,130,2733,100,274,163,2363,12,32,5,96,1665,1793
Prince George's Precinct 12-003,2404,24033,24026,2403312-003,2403391072,24,12-003,,4141,4158,223,3544,15,87,0,169,3161,120,238,200,2703,6,69,0,110,1622,1742
Prince George's Precinct 12-007,2404,24033,24026,2403312-007,2403391072,24,12-007,2477100,2775,2780,102,2478,8,22,0,93,1985,77,154,86,1778,5,17,0,53,1124,1252
Prince George's Precinct 12-017,2404,24033,24026,2403312-017,2403391072,24,12-017,,1420,1422,141,1208,9,16,1,23,1112,24,33,133,925,7,14,1,17,495,530
Prince George's Precinct 12-013,2404,24033,24026,2403312-013,2403391072,24,12-013,2438975,4804,4823,129,4534,12,9,2,54,3772,83,122,115,3547,12,9,2,34,1880,1980
Prince George's Precinct 06-008,2404,24033,24026,2403306-008,2403390524,24,06-008,2438975,2765,2772,79,2580,8,11,0,36,2138,58,95,72,1986,7,10,0,30,1088,1182
Prince George's Precinct 06-017,2404,24033,24026,2403306-017,2403390524,24,06-017,2438975,5962,5977,196,5501,17,29,1,123,4765,110,247,173,4382,14,25,1,93,2761,3008
Prince George's Precinct 06-009,2404,24033,24024,2403306-009,2403390524,24,06-009,,3474,3490,122,3211,14,26,1,58,2707,58,129,115,2474,11,24,1,37,1465,1556
Prince George's Precinct 06-012,2404,24033,24024,2403306-012,2403390524,24,06-012,,2960,2971,83,2753,15,8,0,38,2216,74,92,71,2060,11,5,0,24,1225,1267
Montgomery Precinct 07-005,2408,24031,24018,2403107-005,2403190612,24,07-005,,2678,2678,2374,101,2,89,5,20,1927,87,108,1716,79,1,74,5,14,959,997
Montgomery Precinct 13-039,2408,24031,24018,2403113-039,2403191160,24,13-039,2472450,3092,3094,2211,397,1,202,1,164,2405,118,349,1729,330,0,166,1,118,1382,1484
Montgomery Precinct 13-047,2408,24031,24020,2403113-047,2403191160,24,13-047,2472450,5297,5298,2392,1985,19,490,3,166,4753,243,476,2252,1707,15,453,3,141,3165,3528
Montgomery Precinct 13-004,2408,24031,24020,2403113-004,2403191160,24,13-004,,3096,3097,2207,466,4,129,0,150,2399,141,328,1733,369,3,102,0,105,1101,1130
Montgomery Precinct 13-008,2404,24031,24020,2403113-008,2403191160,24,13-008,2472450,3791,3793,1768,1381,11,240,1,226,3103,166,550,1491,1115,8,212,1,170,1713,1795
Montgomery Precinct 13-021,2408,24031,24020,2403113-021,2403191160,24,13-021,,4005,4007,1269,2267,10,106,1,193,3162,161,488,1039,1776,10,93,1,141,1670,1772
Montgomery Precinct 13-003,2408,24031,24018,2403113-003,2403191160,24,13-003,,2678,2678,2225,233,10,113,0,19,2029,78,155,1723,175,6,80,0,13,994,1083
Montgomery Precinct 13-058,2408,24031,24018,2403113-058,2403191160,24,13-058,,3496,3498,2133,645,21,282,0,245,2812,172,570,1762,527,15,232,0,176,1559,1650
Montgomery Precinct 13-016,2408,24031,24018,2403113-016,2403191160,24,13-016,2472450,4432,4437,1464,1690,24,288,1,766,3339,204,1418,1133,1256,20,230,1,568,1539,1648
Montgomery Precinct 13-065,2408,24031,24020,2403113-065,2403191160,24,13-065,2472450,3161,3165,1513,1065,16,297,0,150,2792,124,396,1422,882,11,263,0,113,1468,1551
Montgomery Precinct 13-007,2408,24031,24018,2403113-007,2403191160,24,13-007,2472450,3245,3246,2259,560,4,191,1,109,2552,122,329,1783,480,3,145,1,82,1281,1337
Montgomery Precinct 13-017,2408,24031,24018,2403113-017,2403191160,24,13-017,,2263,2264,1131,308,19,270,1,414,1684,121,819,847,235,16,226,1,285,731,750
Montgomery Precinct 13-024,2408,24031,24018,2403113-024,2403191160,24,13-024,,2957,2959,1950,437,6,313,0,113,2276,140,361,1524,342,3,253,0,87,1090,1124
Baltimore County Precinct 11-019,2402,24005,24008,2400511-019,2400590932,24,11-019,,3808,3813,2921,427,9,317,1,32,2894,106,98,2306,287,6,225,1,20,1504,1542
Baltimore County Precinct 14-003,2402,24005,24007,2400514-003,2400591204,24,14-003,2468700,5178,5186,3479,954,13,528,2,72,4138,138,228,2964,649,12,395,1,47,2316,2448
Baltimore County Precinct 11-013,2402,24005,24008,2400511-013,2400590932,24,11-013,2484350,1630,1631,1126,244,1,197,0,22,1266,41,73,921,166,1,135,0,17,720,764
Baltimore County Precinct 15-010,2402,24005,24007,2400515-010,2400591296,24,15-010,2452300,4317,4338,3189,859,46,27,3,52,3178,162,178,2507,530,28,19,3,35,1490,1621
Baltimore County Precinct 15-005,2402,24005,24007,2400515-005,2400591296,24,15-005,2452300,7703,7741,3838,2682,69,491,3,312,5561,346,731,3011,1756,45,363,3,218,2841,3050
Baltimore County Precinct 15-009,2402,24005,24007,2400515-009,2400591296,24,15-009,,1663,1671,1555,47,3,19,0,14,1419,33,44,1329,39,3,18,0,12,765,827
Baltimore County Precinct 15-004,2402,24005,24007,2400515-004,2400591296,24,15-004,,8190,8212,5382,2015,47,274,3,221,6226,270,600,4456,1271,35,191,3,165,3143,3294
Baltimore County Precinct 11-012,2401,24005,24008,2400511-012,2400590932,24,11-012,,4639,4640,3759,409,8,327,3,24,3737,110,132,3146,278,8,227,3,15,1974,2048
Baltimore County Precinct 11-007,2401,24005,24008,2400511-007,2400590932,24,11-007,2460975,2900,2905,2431,156,3,258,0,7,2321,50,84,1996,98,2,198,0,6,1116,1137
Baltimore County Precinct 11-014,2401,24005,24008,2400511-014,2400590932,24,11-014,,3557,3557,3117,132,10,236,1,17,2818,44,79,2508,99,7,180,0,8,1388,1416
Baltimore County Precinct 11-006,2401,24005,24008,2400511-006,2400590932,24,11-006,2460975,2601,2603,2407,74,4,63,1,15,2039,39,55,1916,44,3,50,1,12,996,1027
Baltimore County Precinct 11-022,2401,24005,24007,2400511-022,2400590932,24,11-022,,4478,4481,3458,344,3,575,0,11,3473,90,105,2798,224,3,401,0,7,1859,1951
Baltimore County Precinct 11-005,2401,24005,24007,2400511-005,2400590932,24,11-005,,3314,3314,2565,213,7,456,0,25,2386,48,83,1908,137,6,306,0,15,1046,1079
Baltimore County Precinct 11-003,2401,24005,24007,2400511-003,2400590932,24,11-003,,5025,5033,4852,52,6,62,0,17,4037,44,70,3911,47,5,40,0,9,1841,1916
Baltimore County Precinct 11-001,2401,24005,24007,2400511-001,2400590932,24,11-001,,3078,3081,2889,52,4,76,1,14,2505,45,46,2363,40,4,66,0,11,1270,1362
Baltimore County Precinct 10-005,2401,24005,24007,2400510-005,2400590840,24,10-005,,397,397,372,1,0,20,0,0,300,4,11,282,1,0,15,0,0,137,146
Baltimore County Precinct 10-003,2401,24005,2405B,2400510-003,2400590840,24,10-003,,1771,1771,1688,13,6,34,0,3,1364,27,43,1306,12,5,30,0,0,625,658
Harford Precinct 04-002,2401,24025,2435A,2402504-002,2402590324,24,04-002,,3320,3321,3196,22,4,38,0,29,2561,32,62,2472,19,2,33,0,20,1193,1235
Baltimore County Precinct 11-002,2401,24005,24007,2400511-002,2400590932,24,11-002,,3897,3901,3779,19,7,34,0,19,3094,43,79,3011,16,7,30,0,11,1431,1502
Harford Precinct 03-006,2401,24025,24007,2402503-006,2402590232,24,03-006,,3852,3855,3701,48,17,40,0,11,2987,38,54,2884,39,14,25,0,6,1384,1440
Harford Precinct 04-005,2401,24025,2435A,2402504-005,2402590324,24,04-005,,4271,4273,3979,132,7,83,0,19,3242,53,82,3069,81,5,57,0,6,1433,1490
Baltimore County Precinct 15-007,2402,24005,24007,2400515-007,2400591296,24,15-007,,4627,4655,3325,1140,10,37,2,38,3706,103,137,2817,781,7,30,2,27,2049,2174
Baltimore County Precinct 15-025,2402,24005,24007,2400515-025,2400591296,24,15-025,,2532,2535,2393,78,15,14,0,5,2063,30,43,1975,45,13,12,0,2,974,1042
Baltimore County Precinct 15-008,2402,24005,24007,2400515-008,2400591296,24,15-008,2408800,4093,4108,3222,709,13,51,0,18,3106,95,144,2559,459,8,43,0,12,1611,1722
Baltimore County Precinct 15-006,2402,24005,24007,2400515-006,2400591296,24,15-006,,3341,3345,3147,115,10,20,1,11,2666,41,37,2523,93,8,16,1,4,1183,1235
Baltimore County Precinct 11-004,2402,24005,24007,2400511-004,2400590932,24,11-004,,3433,3442,2697,313,17,335,1,11,2553,68,82,2040,210,12,247,1,11,1167,1243
Baltimore County Precinct 11-020,2401,24005,24007,2400511-020,2400590932,24,11-020,,106,107,94,8,0,0,0,5,87,0,12,79,7,0,0,0,1,41,42
Harford Precinct 01-045,2402,24025,2434A,2402501-045,2402590048,24,01-045,2442875,3364,3370,2957,292,12,37,0,18,2753,54,110,2439,224,10,34,0,12,1431,1489
Prince George's Precinct 12-008,2404,24033,24026,2403312-008,2403391072,24,12-008,2459500,2791,2796,219,2237,14,50,0,200,2199,76,277,202,1767,11,42,0,127,961,1002
Prince George's Precinct 12-015,2404,24033,24026,2403312-015,2403391072,24,12-015,,3517,3525,156,3009,14,93,0,155,2665,98,260,135,2280,8,70,0,108,1260,1335
Charles Precinct 06-006,2405,24017,24028,2401706-006,2401790492,24,06-006,2481175,4942,4964,2265,2081,30,129,6,168,3625,285,344,1861,1398,27,93,5,112,1529,1613
Charles Precinct 06-018,2405,24017,24028,2401706-018,2401790492,24,06-018,2481175,3783,3783,659,2600,13,257,5,68,2547,181,214,504,1719,10,193,2,46,1285,1567
Charles Precinct 06-009,2405,24017,24028,2401706-009,2401790492,24,06-009,2481175,3996,4015,1288,2386,21,61,1,71,2825,187,223,1067,1575,17,50,1,45,1558,1695
Charles Precinct 06-008,2405,24017,24028,2401706-008,2401790492,24,06-008,2481175,2938,2951,1066,1587,12,74,4,65,2097,143,208,873,1052,12,60,4,44,1119,1204
Charles Precinct 06-016,2405,24017,24028,2401706-016,2401790492,24,06-016,2481175,3631,3635,1497,1721,17,150,2,75,2630,173,284,1182,1185,13,114,2,50,1365,1523
Charles Precinct 06-015,2405,24017,24028,2401706-015,2401790492,24,06-015,2481175,4888,4895,1351,2915,16,246,9,118,3465,240,325,1091,1973,10,184,8,87,1752,1883
Charles Precinct 06-011,2405,24017,24028,2401706-011,2401790492,24,06-011,2481175,2644,2649,816,1477,6,206,5,34,1867,105,100,623,1007,6,149,3,24,881,922
Charles Precinct 06-007,2405,24017,24028,2401706-007,2401790492,24,06-007,2481175,5679,5705,1852,3267,30,133,2,154,4018,267,370,1508,2123,24,117,2,109,2201,2321
Charles Precinct 06-005,2405,24017,24028,2401706-005,2401790492,24,06-005,2481175,3729,3747,781,2513,16,181,0,69,2635,187,200,634,1722,9,131,0,54,1301,1375
Charles Precinct 06-017,2405,24017,24028,2401706-017,2401790492,24,06-017,2481175,2364,2372,1066,1098,14,58,1,41,1751,94,102,888,736,11,45,1,29,841,886
Charles Precinct 06-022,2405,24017,24028,2401706-022,2401790492,24,06-022,2481175,3623,3636,857,2279,35,125,3,168,2612,169,308,712,1576,20,92,3,122,1360,1437
Charles Precinct 06-012,2405,24017,24028,2401706-012,2401790492,24,06-012,2481175,2099,2105,835,1024,20,56,2,89,1574,79,157,681,723,15,43,1,65,751,795
Charles Precinct 08-004,2405,24017,24028,2401708-004,2401790676,24,08-004,,3006,3014,2218,587,26,62,4,32,2355,85,115,1772,445,18,53,4,18,1046,1086
Charles Precinct 08-005,2405,24017,24028,2401708-005,2401790676,24,08-005,,1717,1727,1327,328,10,15,2,7,1355,38,40,1048,259,9,13,2,7,592,618
